nodenumber,    x-coordinate,    y-coordinate,    z-coordinate,velocity-magnitude
       730, 1.277435791E+03, 7.161697388E+02, 5.103827477E+00, 1.319603771E-01
       731, 9.976162720E+02, 7.925132446E+02, 5.109630108E+00, 0.000000000E+00
       732, 1.216883545E+03, 7.326903687E+02, 5.109671116E+00, 1.458595276E+00
       733, 1.279665039E+03, 7.155615845E+02, 5.110270977E+00, 6.524147987E-01
       734, 1.314405640E+03, 7.060832520E+02, 5.111847401E+00, 2.012657166E+00
       735, 1.051444336E+03, 7.778272705E+02, 5.112209320E+00, 8.651086092E-01
       736, 1.050000122E+03, 7.782213135E+02, 5.112504959E+00, 8.677673340E-01
       737, 1.048255127E+03, 7.786973877E+02, 5.112855911E+00, 8.741745353E-01
       738, 1.216024536E+03, 7.329246826E+02, 5.112880230E+00, 1.468710899E+00
       739, 1.215577271E+03, 7.330467529E+02, 5.113088131E+00, 1.261839747E+00
       740, 1.053299561E+03, 7.773210449E+02, 5.113498688E+00, 8.557546139E-01
       741, 1.213316162E+03, 7.336636353E+02, 5.114577770E+00, 0.000000000E+00
       742, 1.055362793E+03, 7.767581787E+02, 5.114813328E+00, 8.393714428E-01
       743, 1.056287598E+03, 7.765058594E+02, 5.116401672E+00, 8.268735409E-01
       744, 9.966355591E+02, 7.927807617E+02, 5.118315220E+00, 0.000000000E+00
       745, 1.604839478E+03, 6.268439331E+02, 5.118848324E+00, 1.970870018E+00
       746, 1.278392334E+03, 7.159088135E+02, 5.120216846E+00, 5.263927579E-01
       747, 1.060639404E+03, 7.753185425E+02, 5.120854855E+00, 7.785835862E-01
       748, 1.060924194E+03, 7.752408447E+02, 5.121080399E+00, 7.758988142E-01
       749, 1.312100586E+03, 7.067122192E+02, 5.121774197E+00, 1.903635025E+00
       750, 1.061252197E+03, 7.751513672E+02, 5.122364521E+00, 7.012209892E-01
       751, 1.045930664E+03, 7.793314819E+02, 5.123130798E+00, 5.263756961E-02
       752, 1.045765015E+03, 7.793767090E+02, 5.123756409E+00, 0.000000000E+00
       753, 1.384671509E+03, 6.869125977E+02, 5.126499176E+00, 1.745614529E+00
       754, 9.952543335E+02, 7.931576538E+02, 5.130547523E+00, 0.000000000E+00
       755, 9.952393799E+02, 7.931616821E+02, 5.130679607E+00, 0.000000000E+00
       756, 9.951265259E+02, 7.931925049E+02, 5.131679058E+00, 0.000000000E+00
       757, 1.383054321E+03, 6.873538208E+02, 5.132382870E+00, 1.743753314E+00
       758, 1.433376709E+03, 6.736243286E+02, 5.132900238E+00, 1.987815142E+00
       759, 1.064469971E+03, 7.742734375E+02, 5.133893490E+00, 0.000000000E+00
       760, 1.308404297E+03, 7.077206421E+02, 5.135073185E+00, 1.727237105E+00
       761, 1.378898315E+03, 6.884877319E+02, 5.137950897E+00, 1.764957666E+00
       762, 9.943327026E+02, 7.934091187E+02, 5.138710022E+00, 0.000000000E+00
       763, 9.942698975E+02, 7.934262085E+02, 5.139266491E+00, 0.000000000E+00
       764, 9.941195679E+02, 7.934672241E+02, 5.140597343E+00, 0.000000000E+00
       765, 1.267093628E+03, 7.189914551E+02, 5.145483017E+00, 0.000000000E+00
       766, 1.305482422E+03, 7.085177612E+02, 5.146581173E+00, 1.629098892E+00
       767, 1.366790161E+03, 6.917911987E+02, 5.147156239E+00, 1.819606543E+00
       768, 9.933285522E+02, 7.936830444E+02, 5.147602558E+00, 0.000000000E+00
       769, 9.927578125E+02, 7.938387451E+02, 5.148071766E+00, 0.000000000E+00
       770, 9.927082520E+02, 7.938522339E+02, 5.148185730E+00, 0.000000000E+00
       771, 1.203352539E+03, 7.363819580E+02, 5.151910305E+00, 0.000000000E+00
       772, 1.201970215E+03, 7.367591553E+02, 5.153457642E+00, 1.486817598E-01
       773, 1.201007568E+03, 7.370217896E+02, 5.154686451E+00, 2.237749696E-01
       774, 1.361517578E+03, 6.932296753E+02, 5.157086849E+00, 1.856918454E+00
       775, 1.199829468E+03, 7.373432617E+02, 5.159344673E+00, 2.585397959E-01
       776, 1.266036621E+03, 7.192798462E+02, 5.159965515E+00, 3.761986196E-01
       777, 1.198418213E+03, 7.377282715E+02, 5.164923191E+00, 2.972721457E-01
       778, 1.301400757E+03, 7.096314087E+02, 5.165788651E+00, 1.417093992E+00
       779, 1.197351685E+03, 7.380192871E+02, 5.169137478E+00, 3.267656863E-01
       780, 1.298986572E+03, 7.102900391E+02, 5.173557281E+00, 1.343244076E+00
       781, 1.195651733E+03, 7.384830322E+02, 5.175858498E+00, 3.730254769E-01
       782, 1.016401611E+03, 7.873878784E+02, 5.179063797E+00, 0.000000000E+00
       783, 1.905316040E+03, 5.448646240E+02, 5.179472923E+00, 2.026430845E+00
       784, 1.264645996E+03, 7.196591797E+02, 5.179881096E+00, 6.901929379E-01
       785, 1.262002319E+03, 7.203805542E+02, 5.179894924E+00, 8.132205009E-01
       786, 1.263488281E+03, 7.199750366E+02, 5.180272102E+00, 7.122160792E-01
       787, 9.886563110E+02, 7.949577026E+02, 5.180727482E+00, 0.000000000E+00
       788, 1.015356995E+03, 7.876730347E+02, 5.182158470E+00, 7.300142050E-01
       789, 1.193374146E+03, 7.391044922E+02, 5.183076859E+00, 4.212405980E-01
       790, 1.296816284E+03, 7.108821411E+02, 5.183179855E+00, 1.224382401E+00
       791, 1.192908691E+03, 7.392315063E+02, 5.184373856E+00, 4.311904013E-01
       792, 1.011253235E+03, 7.887926025E+02, 5.185153961E+00, 2.130039930E+00
       793, 1.013925842E+03, 7.880634766E+02, 5.185409546E+00, 1.850167155E+00
       794, 1.192066772E+03, 7.394611206E+02, 5.186294556E+00, 4.516209960E-01
       795, 1.013278931E+03, 7.882399902E+02, 5.187496662E+00, 1.924783945E+00
       796, 9.882435913E+02, 7.950703735E+02, 5.187673092E+00, 0.000000000E+00
       797, 1.350807373E+03, 6.961517334E+02, 5.190262318E+00, 1.937916756E+00
       798, 1.128223511E+03, 7.568795166E+02, 5.190343857E+00, 1.044521451E+00
       799, 1.127508057E+03, 7.570747070E+02, 5.191093445E+00, 7.644974589E-01
       800, 1.189729736E+03, 7.400986938E+02, 5.191362858E+00, 5.125380158E-01
       801, 1.128794922E+03, 7.567235718E+02, 5.191768646E+00, 1.067108631E+00
       802, 1.188916260E+03, 7.403206787E+02, 5.193644524E+00, 5.381366611E-01
       803, 1.125591431E+03, 7.575976563E+02, 5.193649292E+00, 0.000000000E+00
       804, 9.878723145E+02, 7.951716919E+02, 5.194024086E+00, 0.000000000E+00
       805, 1.131391846E+03, 7.560150757E+02, 5.198305607E+00, 1.113932014E+00
       806, 1.009562195E+03, 7.892539673E+02, 5.198666096E+00, 2.132438660E+00
       807, 1.257893066E+03, 7.215016479E+02, 5.198778152E+00, 9.075959921E-01
       808, 9.872789917E+02, 7.953335571E+02, 5.199222565E+00, 0.000000000E+00
       809, 1.132510132E+03, 7.557100220E+02, 5.201120377E+00, 1.113096714E+00
       810, 9.869234619E+02, 7.954305420E+02, 5.202322483E+00, 0.000000000E+00
       811, 9.868454590E+02, 7.954518433E+02, 5.202983379E+00, 0.000000000E+00
       812, 1.185511230E+03, 7.412496338E+02, 5.203706741E+00, 6.384443045E-01
       813, 9.867385864E+02, 7.954810181E+02, 5.203907967E+00, 0.000000000E+00
       814, 1.256863037E+03, 7.217826538E+02, 5.204194069E+00, 9.826711416E-01
       815, 1.293597534E+03, 7.117604370E+02, 5.204240799E+00, 1.126183152E+00
       816, 1.134515137E+03, 7.551629639E+02, 5.206167698E+00, 1.004188538E+00
       817, 1.256256470E+03, 7.219481812E+02, 5.206511021E+00, 9.249297380E-01
       818, 1.184356323E+03, 7.415647583E+02, 5.207118034E+00, 6.736737490E-01
       819, 1.293083740E+03, 7.119006348E+02, 5.207496643E+00, 1.100041747E+00
       820, 1.183897705E+03, 7.416898804E+02, 5.208194733E+00, 6.820061207E-01
       821, 1.136514038E+03, 7.546176147E+02, 5.214574814E+00, 3.697415292E-01
       822, 1.291952515E+03, 7.122092285E+02, 5.216189384E+00, 1.057728291E+00
       823, 1.180478394E+03, 7.426226807E+02, 5.216620922E+00, 7.576193810E-01
       824, 9.850620728E+02, 7.959384155E+02, 5.218330383E+00, 0.000000000E+00
       825, 1.408757568E+03, 6.803411255E+02, 5.220328331E+00, 2.003329515E+00
       826, 1.137589233E+03, 7.543242798E+02, 5.220451355E+00, 0.000000000E+00
       827, 1.249721191E+03, 7.237312622E+02, 5.220804691E+00, 8.624156713E-01
       828, 1.177829468E+03, 7.433455200E+02, 5.221315861E+00, 7.855961323E-01
       829, 1.007132935E+03, 7.899168091E+02, 5.221835136E+00, 2.144892216E+00
       830, 1.177297241E+03, 7.434906616E+02, 5.222212315E+00, 7.862958312E-01
       831, 1.173877808E+03, 7.444236450E+02, 5.226381779E+00, 7.464343905E-01
       832, 1.247778931E+03, 7.242611084E+02, 5.226465702E+00, 8.384084105E-01
       833, 1.338571533E+03, 6.994900513E+02, 5.226637840E+00, 2.052766085E+00
       834, 1.173637817E+03, 7.444891968E+02, 5.226674557E+00, 7.438065410E-01
       835, 1.173605713E+03, 7.444979248E+02, 5.226713657E+00, 7.428590059E-01
       836, 1.173540283E+03, 7.445157471E+02, 5.226793289E+00, 7.402820587E-01
       837, 1.407060425E+03, 6.808041992E+02, 5.227268219E+00, 1.996888757E+00
       838, 1.338346558E+03, 6.995514526E+02, 5.227644920E+00, 2.055262327E+00
       839, 1.338171997E+03, 6.995990601E+02, 5.228098392E+00, 2.058805227E+00
       840, 9.837135620E+02, 7.963062744E+02, 5.229801655E+00, 0.000000000E+00
       841, 1.170578857E+03, 7.453236694E+02, 5.230404377E+00, 6.097533107E-01
       842, 1.169429688E+03, 7.456372070E+02, 5.231805325E+00, 5.276904106E-01
       843, 1.168423584E+03, 7.459116211E+02, 5.233040810E+00, 4.389351606E-01
       844, 1.405870483E+03, 6.811289063E+02, 5.233311176E+00, 1.983382463E+00
       845, 1.289669067E+03, 7.128320923E+02, 5.233746052E+00, 9.818670750E-01
       846, 1.167351929E+03, 7.462039795E+02, 5.234351635E+00, 3.319081962E-01
       847, 1.005568848E+03, 7.903435059E+02, 5.236770630E+00, 1.939737558E+00
       848, 9.826813354E+02, 7.965878906E+02, 5.237820148E+00, 0.000000000E+00
       849, 1.243167114E+03, 7.255192871E+02, 5.240054131E+00, 9.925655127E-01
       850, 1.165312622E+03, 7.467603760E+02, 5.242214680E+00, 8.862627298E-02
       851, 1.288535645E+03, 7.131413574E+02, 5.242434502E+00, 9.647809863E-01
       852, 1.241034058E+03, 7.261012573E+02, 5.245337963E+00, 1.066045523E+00
       853, 1.164578491E+03, 7.469606934E+02, 5.245560169E+00, 0.000000000E+00
       854, 9.813742676E+02, 7.969445190E+02, 5.247694492E+00, 0.000000000E+00
       855, 1.664248413E+03, 6.106353760E+02, 5.248152256E+00, 1.793505669E+00
       856, 1.605279663E+03, 6.267238770E+02, 5.253865242E+00, 1.995140910E+00
       857, 1.235054688E+03, 7.277326660E+02, 5.255832195E+00, 1.248369932E+00
       858, 1.234197876E+03, 7.279664307E+02, 5.257342815E+00, 1.271046400E+00
       859, 1.286359253E+03, 7.137351074E+02, 5.259159565E+00, 8.782857656E-01
       860, 1.003004822E+03, 7.910430298E+02, 5.260975361E+00, 1.637710094E+00
       861, 1.233122925E+03, 7.282597046E+02, 5.261075497E+00, 1.294959784E+00
       862, 1.326562134E+03, 7.027666016E+02, 5.266349792E+00, 2.174039125E+00
       863, 9.782338257E+02, 7.978013306E+02, 5.269122601E+00, 0.000000000E+00
       864, 1.325155273E+03, 7.031504517E+02, 5.273496151E+00, 2.197679043E+00
       865, 1.228638916E+03, 7.294830322E+02, 5.276108265E+00, 1.379188657E+00
       866, 1.284142578E+03, 7.143399658E+02, 5.276196003E+00, 7.903897762E-01
       867, 1.226996460E+03, 7.299311523E+02, 5.280260563E+00, 1.383865118E+00
       868, 1.323136353E+03, 7.037012939E+02, 5.280588150E+00, 2.159309864E+00
       869, 1.000719116E+03, 7.916666870E+02, 5.282159805E+00, 1.120982051E+00
       870, 1.283358154E+03, 7.145539551E+02, 5.282223225E+00, 7.737743258E-01
       871, 1.222994141E+03, 7.310231323E+02, 5.284134865E+00, 1.378782749E+00
       872, 9.755370483E+02, 7.985371094E+02, 5.284406185E+00, 0.000000000E+00
       873, 1.221509521E+03, 7.314282227E+02, 5.289083004E+00, 1.366956234E+00
       874, 9.992150879E+02, 7.920770264E+02, 5.295486927E+00, 6.543856859E-01
       875, 1.277003052E+03, 7.162877808E+02, 5.296241760E+00, 0.000000000E+00
       876, 9.723356323E+02, 7.994105225E+02, 5.300509453E+00, 0.000000000E+00
       877, 1.280858765E+03, 7.152359009E+02, 5.300940514E+00, 7.750195861E-01
       878, 1.218674683E+03, 7.322015991E+02, 5.302290916E+00, 1.383844852E+00
       879, 1.277453247E+03, 7.161649780E+02, 5.304111481E+00, 1.437247992E-01
       880, 9.927083130E+02, 7.938522339E+02, 5.308876991E+00, 0.000000000E+00
       881, 1.216891235E+03, 7.326881714E+02, 5.309726238E+00, 1.426787138E+00
       882, 9.975980835E+02, 7.925181885E+02, 5.309807777E+00, 5.632727742E-01
       883, 1.279687256E+03, 7.155555420E+02, 5.310070038E+00, 6.867861748E-01
       884, 1.314401245E+03, 7.060844727E+02, 5.311961174E+00, 2.033804655E+00
       885, 1.051466797E+03, 7.778211060E+02, 5.312216759E+00, 8.577374220E-01
       886, 1.050019531E+03, 7.782160034E+02, 5.312510014E+00, 8.603168726E-01
       887, 1.216069946E+03, 7.329122925E+02, 5.312823772E+00, 1.444286823E+00
       888, 1.048272339E+03, 7.786926880E+02, 5.312853336E+00, 8.672000170E-01
       889, 1.215614624E+03, 7.330364990E+02, 5.313056469E+00, 1.243925571E+00
       890, 1.053333862E+03, 7.773117065E+02, 5.313521862E+00, 8.523639441E-01
       891, 1.213316162E+03, 7.336635742E+02, 5.314580441E+00, 0.000000000E+00
       892, 1.055360596E+03, 7.767587280E+02, 5.314817905E+00, 8.402351737E-01
       893, 1.056284180E+03, 7.765067749E+02, 5.316398144E+00, 8.311846256E-01
       894, 9.699032593E+02, 8.000741577E+02, 5.317217350E+00, 0.000000000E+00
       895, 9.965958252E+02, 7.927915649E+02, 5.318683147E+00, 4.538756609E-01
       896, 1.278427734E+03, 7.158991699E+02, 5.320213318E+00, 5.660383701E-01
       897, 1.060581665E+03, 7.753343506E+02, 5.320813656E+00, 8.087770939E-01
       898, 1.060919800E+03, 7.752420654E+02, 5.321090221E+00, 8.075454831E-01
       899, 1.312098389E+03, 7.067127686E+02, 5.321876049E+00, 1.924205780E+00
       900, 1.061304688E+03, 7.751370850E+02, 5.322596073E+00, 7.158121467E-01
       901, 1.045929810E+03, 7.793317871E+02, 5.323135853E+00, 5.201712996E-02
       902, 1.045765015E+03, 7.793767090E+02, 5.323758125E+00, 0.000000000E+00
       903, 1.384647583E+03, 6.869191895E+02, 5.326614857E+00, 1.981347919E+00
       904, 9.952832031E+02, 7.931497192E+02, 5.330307961E+00, 4.789669216E-01
       905, 9.952642212E+02, 7.931549072E+02, 5.330476761E+00, 4.791609049E-01
       906, 9.951046143E+02, 7.931984253E+02, 5.331889629E+00, 4.759856462E-01
       907, 1.383037598E+03, 6.873583984E+02, 5.332441807E+00, 1.970866442E+00
       908, 1.064469971E+03, 7.742734375E+02, 5.333889008E+00, 0.000000000E+00
       909, 1.308407593E+03, 7.077197266E+02, 5.335089207E+00, 1.749447346E+00
       910, 1.378904785E+03, 6.884859619E+02, 5.337965965E+00, 1.980717778E+00
       911, 9.943302612E+02, 7.934097290E+02, 5.338747501E+00, 4.609123468E-01
       912, 9.942760010E+02, 7.934245605E+02, 5.339233875E+00, 4.579894543E-01
       913, 9.941633301E+02, 7.934552002E+02, 5.340223312E+00, 4.487306178E-01
       914, 1.267093628E+03, 7.189914551E+02, 5.345500946E+00, 0.000000000E+00
       915, 1.305505005E+03, 7.085116577E+02, 5.346519947E+00, 1.650916457E+00
       916, 1.366796997E+03, 6.917893066E+02, 5.347136497E+00, 1.953330040E+00
       917, 9.933295288E+02, 7.936828003E+02, 5.347491741E+00, 3.856108785E-01
       918, 9.927082520E+02, 7.938522339E+02, 5.348202229E+00, 0.000000000E+00
       919, 9.927213745E+02, 7.938486328E+02, 5.348207474E+00, 8.019427769E-03
       920, 1.643268433E+03, 6.163592529E+02, 5.350177765E+00, 1.799604774E+00
       921, 1.203352539E+03, 7.363820190E+02, 5.351915359E+00, 0.000000000E+00
       922, 9.654830933E+02, 8.012801514E+02, 5.353343010E+00, 0.000000000E+00
       923, 1.202003540E+03, 7.367500610E+02, 5.353445053E+00, 1.523182690E-01
       924, 1.200996582E+03, 7.370248413E+02, 5.354738712E+00, 2.348943651E-01
       925, 1.361520996E+03, 6.932286987E+02, 5.357087135E+00, 2.009895563E+00
       926, 1.627798096E+03, 6.205801392E+02, 5.357775211E+00, 2.214747190E+00
       927, 1.199763550E+03, 7.373612061E+02, 5.359612465E+00, 2.713277340E-01
       928, 1.266032104E+03, 7.192810059E+02, 5.359678268E+00, 3.764719069E-01
       929, 1.198413086E+03, 7.377296143E+02, 5.364948750E+00, 3.089631200E-01
       930, 1.301410034E+03, 7.096288452E+02, 5.365804672E+00, 1.432183981E+00
       931, 1.197365601E+03, 7.380153809E+02, 5.369087696E+00, 3.369116187E-01
       932, 9.611172485E+02, 8.024712524E+02, 5.371023655E+00, 0.000000000E+00
       933, 1.298946777E+03, 7.103009033E+02, 5.373757839E+00, 1.348771214E+00
       934, 9.604335327E+02, 8.026577759E+02, 5.373793125E+00, 0.000000000E+00
       935, 1.195680908E+03, 7.384749756E+02, 5.375748634E+00, 3.800349236E-01
       936, 9.600404663E+02, 8.027650146E+02, 5.377174854E+00, 0.000000000E+00
       937, 1.016401672E+03, 7.873880005E+02, 5.379071712E+00, 0.000000000E+00
       938, 1.261981689E+03, 7.203862305E+02, 5.379902840E+00, 8.315290213E-01
       939, 1.264604126E+03, 7.196706543E+02, 5.379967690E+00, 6.960386038E-01
       940, 1.263501831E+03, 7.199714355E+02, 5.380339146E+00, 7.190477848E-01
       941, 9.886563110E+02, 7.949578247E+02, 5.380782127E+00, 0.000000000E+00
       942, 1.015507996E+03, 7.876318359E+02, 5.381699085E+00, 6.904028058E-01
       943, 1.193427124E+03, 7.390899658E+02, 5.382921696E+00, 4.287628233E-01
       944, 1.296800293E+03, 7.108865356E+02, 5.383298397E+00, 1.224660397E+00
       945, 1.192920410E+03, 7.392282104E+02, 5.384337902E+00, 4.398383498E-01
       946, 1.011277893E+03, 7.887859497E+02, 5.384990215E+00, 2.335115433E+00
       947, 1.013933167E+03, 7.880615234E+02, 5.385323524E+00, 2.042788029E+00
       948, 1.192016479E+03, 7.394747925E+02, 5.386402607E+00, 4.623835087E-01
       949, 9.883182373E+02, 7.950499878E+02, 5.386457920E+00, 9.207489491E-01
       950, 1.013258484E+03, 7.882455444E+02, 5.387476921E+00, 2.128123999E+00
       951, 1.350810669E+03, 6.961508179E+02, 5.390165329E+00, 2.119937658E+00
       952, 1.128267090E+03, 7.568676147E+02, 5.390442371E+00, 1.066790581E+00
       953, 1.127601318E+03, 7.570492554E+02, 5.391103745E+00, 8.053538799E-01
       954, 1.189764404E+03, 7.400892334E+02, 5.391289234E+00, 5.235677361E-01
       955, 1.128803955E+03, 7.567211304E+02, 5.391792297E+00, 1.088754416E+00
       956, 1.188967896E+03, 7.403065186E+02, 5.393521309E+00, 5.493815541E-01
       957, 1.125591431E+03, 7.575975952E+02, 5.393653870E+00, 0.000000000E+00
       958, 9.878863525E+02, 7.951678467E+02, 5.393847466E+00, 2.042444229E+00
       959, 1.131392334E+03, 7.560150146E+02, 5.398308277E+00, 1.126997709E+00
       960, 1.257947021E+03, 7.214869995E+02, 5.398462772E+00, 9.196112752E-01
       961, 1.009589600E+03, 7.892465820E+02, 5.398464203E+00, 2.324291706E+00
       962, 9.871992188E+02, 7.953552246E+02, 5.399943352E+00, 2.274388552E+00
       963, 1.132490967E+03, 7.557152710E+02, 5.401069641E+00, 1.124293566E+00
       964, 9.869219360E+02, 7.954309082E+02, 5.402360439E+00, 2.375525475E+00
       965, 9.868516846E+02, 7.954500122E+02, 5.402955532E+00, 2.392484665E+00
       966, 1.185643555E+03, 7.412135620E+02, 5.403330803E+00, 6.483497620E-01
       967, 9.867523193E+02, 7.954771729E+02, 5.403815746E+00, 2.400483847E+00
       968, 1.256903687E+03, 7.217715454E+02, 5.404001236E+00, 9.943723679E-01
       969, 1.293637695E+03, 7.117494507E+02, 5.404015541E+00, 1.118020415E+00
       970, 1.134474976E+03, 7.551739502E+02, 5.406063557E+00, 1.013001442E+00
       971, 1.256275635E+03, 7.219429321E+02, 5.406398296E+00, 9.342631102E-01
       972, 1.184325073E+03, 7.415733032E+02, 5.407216549E+00, 6.889050603E-01
       973, 1.293105225E+03, 7.118947144E+02, 5.407394886E+00, 1.090295911E+00
       974, 1.183799927E+03, 7.417165527E+02, 5.408447266E+00, 6.984688044E-01
       975, 1.136516846E+03, 7.546168823E+02, 5.414643288E+00, 3.662435412E-01
       976, 1.291926270E+03, 7.122163696E+02, 5.416433334E+00, 1.046950340E+00
       977, 1.180480957E+03, 7.426220093E+02, 5.416609764E+00, 7.702276707E-01
       978, 9.851191406E+02, 7.959227905E+02, 5.417849064E+00, 2.540955305E+00
       979, 9.544733276E+02, 8.042839355E+02, 5.419101238E+00, 0.000000000E+00
       980, 9.544348145E+02, 8.042944336E+02, 5.419339180E+00, 0.000000000E+00
       981, 1.137589233E+03, 7.543242798E+02, 5.420454025E+00, 0.000000000E+00
       982, 1.249727783E+03, 7.237294312E+02, 5.420802593E+00, 8.673551679E-01
       983, 1.177855591E+03, 7.433383789E+02, 5.421275139E+00, 7.943230867E-01
       984, 1.007172363E+03, 7.899059448E+02, 5.421478271E+00, 2.315956831E+00
       985, 1.177291870E+03, 7.434921875E+02, 5.422224045E+00, 7.943600416E-01
       986, 1.654260010E+03, 6.133605347E+02, 5.425391674E+00, 1.870358706E+00
       987, 1.173958130E+03, 7.444016724E+02, 5.426289082E+00, 7.528776526E-01
       988, 1.247764160E+03, 7.242651367E+02, 5.426527977E+00, 8.420753479E-01
       989, 1.338561035E+03, 6.994929810E+02, 5.426691532E+00, 2.201085091E+00
       990, 1.173623901E+03, 7.444929199E+02, 5.426698685E+00, 7.489603162E-01
       991, 1.173575684E+03, 7.445061035E+02, 5.426755905E+00, 7.475534081E-01
       992, 1.173473511E+03, 7.445339355E+02, 5.426879883E+00, 7.435606718E-01
       993, 1.338376953E+03, 6.995432129E+02, 5.427515984E+00, 2.202786684E+00
       994, 1.338235718E+03, 6.995817261E+02, 5.427881241E+00, 2.205630541E+00
       995, 9.837404175E+02, 7.962989502E+02, 5.429596424E+00, 2.501933575E+00
       996, 1.170596436E+03, 7.453188477E+02, 5.430387974E+00, 6.176759601E-01
       997, 1.169414673E+03, 7.456412354E+02, 5.431828499E+00, 5.364949703E-01
       998, 1.168429932E+03, 7.459099121E+02, 5.433006287E+00, 4.546248913E-01
       999, 9.498450317E+02, 8.055466919E+02, 5.433546543E+00, 0.000000000E+00
      1000, 1.289658325E+03, 7.128351440E+02, 5.433875084E+00, 9.729402661E-01
      1001, 1.167359619E+03, 7.462019653E+02, 5.434301853E+00, 3.523182273E-01
      1002, 1.005561768E+03, 7.903453979E+02, 5.436854362E+00, 2.080961704E+00
      1003, 9.827189331E+02, 7.965776978E+02, 5.437556267E+00, 2.475285053E+00
      1004, 1.243192383E+03, 7.255124512E+02, 5.439994335E+00, 9.921046495E-01
      1005, 1.165308960E+03, 7.467614136E+02, 5.442212105E+00, 9.479927272E-02
      1006, 1.288509766E+03, 7.131484985E+02, 5.442647934E+00, 9.559846520E-01
      1007, 1.241070923E+03, 7.260912476E+02, 5.445248127E+00, 1.064338446E+00
      1008, 1.164578491E+03, 7.469606934E+02, 5.445565224E+00, 0.000000000E+00
      1009, 9.814337158E+02, 7.969283447E+02, 5.447247982E+00, 2.344518185E+00
      1010, 1.235119019E+03, 7.277150879E+02, 5.455724716E+00, 1.235666037E+00
      1011, 1.234187500E+03, 7.279692993E+02, 5.457371712E+00, 1.258768320E+00
      1012, 9.470000000E+02, 8.063228760E+02, 5.458195210E+00, 0.000000000E+00
      1013, 1.286333008E+03, 7.137423096E+02, 5.459375858E+00, 8.754889369E-01
      1014, 1.002985840E+03, 7.910482178E+02, 5.461171627E+00, 1.767691374E+00
      1015, 1.233051758E+03, 7.282791748E+02, 5.461306572E+00, 1.282395482E+00
      1016, 1.326598755E+03, 7.027565918E+02, 5.466234684E+00, 2.293321848E+00
      1017, 9.782682495E+02, 7.977919922E+02, 5.468799114E+00, 2.012728453E+00
      1018, 1.325171631E+03, 7.031459961E+02, 5.473503113E+00, 2.299332619E+00
      1019, 1.228637939E+03, 7.294833984E+02, 5.476071358E+00, 1.360072494E+00
      1020, 1.284110229E+03, 7.143487549E+02, 5.476457119E+00, 7.881127000E-01
      1021, 9.432518921E+02, 8.073455200E+02, 5.478200912E+00, 0.000000000E+00
      1022, 1.226973877E+03, 7.299373779E+02, 5.480282784E+00, 1.363009691E+00
      1023, 1.323134033E+03, 7.037019043E+02, 5.480687618E+00, 2.249790668E+00
      1024, 1.283395508E+03, 7.145437622E+02, 5.481949329E+00, 7.754694223E-01
      1025, 1.000715820E+03, 7.916675415E+02, 5.482207298E+00, 1.216814160E+00
      1026, 9.421190186E+02, 8.076545410E+02, 5.483000755E+00, 0.000000000E+00
      1027, 1.223039551E+03, 7.310106812E+02, 5.484085083E+00, 1.347918987E+00
      1028, 9.755036011E+02, 7.985462036E+02, 5.484519005E+00, 1.634631395E+00
      1029, 1.639091187E+03, 6.174990234E+02, 5.486290932E+00, 1.985287905E+00
      1030, 9.405844727E+02, 8.080731812E+02, 5.487614155E+00, 0.000000000E+00
      1031, 1.221490967E+03, 7.314332886E+02, 5.489239216E+00, 1.333827853E+00
      1032, 8.210351563E+02, 8.406900024E+02, 5.495227337E+00, 0.000000000E+00
      1033, 9.991817627E+02, 7.920861206E+02, 5.495800018E+00, 6.995058060E-01
      1034, 1.277003052E+03, 7.162877808E+02, 5.496286392E+00, 0.000000000E+00
      1035, 9.373712769E+02, 8.089499512E+02, 5.496644497E+00, 0.000000000E+00
      1036, 9.723551636E+02, 7.994051514E+02, 5.500418663E+00, 1.189377189E+00
      1037, 8.225776978E+02, 8.402692261E+02, 5.500429630E+00, 0.000000000E+00
      1038, 8.164653320E+02, 8.419367676E+02, 5.500811100E+00, 0.000000000E+00
      1039, 1.280890137E+03, 7.152273560E+02, 5.501066685E+00, 7.777168751E-01
      1040, 1.218665771E+03, 7.322040405E+02, 5.502337933E+00, 1.342973709E+00
      1041, 8.269151001E+02, 8.390857544E+02, 5.503262997E+00, 0.000000000E+00
      1042, 1.277474487E+03, 7.161591797E+02, 5.504372120E+00, 1.584159285E-01
      1043, 8.278639526E+02, 8.388268433E+02, 5.504520893E+00, 0.000000000E+00
      1044, 8.132590332E+02, 8.428115234E+02, 5.504824162E+00, 0.000000000E+00
      1045, 8.291046143E+02, 8.384884033E+02, 5.505600452E+00, 0.000000000E+00
      1046, 8.108068848E+02, 8.434805298E+02, 5.507035255E+00, 0.000000000E+00
      1047, 8.327255249E+02, 8.375005493E+02, 5.507358074E+00, 0.000000000E+00
      1048, 8.357316895E+02, 8.366803589E+02, 5.508816242E+00, 0.000000000E+00
      1049, 1.216934570E+03, 7.326763916E+02, 5.509572506E+00, 1.385627747E+00
      1050, 9.976133423E+02, 7.925139771E+02, 5.509689331E+00, 5.993842483E-01
      1051, 8.060159302E+02, 8.447877197E+02, 5.510124207E+00, 0.000000000E+00
      1052, 1.279710693E+03, 7.155491333E+02, 5.510167122E+00, 7.056286931E-01
