nodenumber,    x-coordinate,    y-coordinate,    z-coordinate,velocity-magnitude
         1, 2.000000000E+03, 5.190319214E+02, 0.000000000E+00, 0.000000000E+00
         2, 1.965175781E+03, 5.285330811E+02, 0.000000000E+00, 0.000000000E+00
         3, 1.952629883E+03, 5.319559326E+02, 0.000000000E+00, 0.000000000E+00
         4, 1.927625488E+03, 5.387778931E+02, 0.000000000E+00, 0.000000000E+00
         5, 1.924170288E+03, 5.397206421E+02, 0.000000000E+00, 0.000000000E+00
         6, 1.923202148E+03, 5.399847412E+02, 0.000000000E+00, 0.000000000E+00
         7, 1.920440063E+03, 5.407383423E+02, 0.000000000E+00, 0.000000000E+00
         8, 1.902211060E+03, 5.457117920E+02, 0.000000000E+00, 0.000000000E+00
         9, 1.889920654E+03, 5.490649414E+02, 0.000000000E+00, 0.000000000E+00
        10, 1.880062500E+03, 5.517545776E+02, 0.000000000E+00, 0.000000000E+00
        11, 1.873041138E+03, 5.536702271E+02, 0.000000000E+00, 0.000000000E+00
        12, 1.868029907E+03, 5.550374756E+02, 0.000000000E+00, 0.000000000E+00
        13, 1.854557495E+03, 5.587131348E+02, 0.000000000E+00, 0.000000000E+00
        14, 1.846376465E+03, 5.609451294E+02, 0.000000000E+00, 0.000000000E+00
        15, 1.832446289E+03, 5.647457886E+02, 0.000000000E+00, 0.000000000E+00
        16, 1.830357178E+03, 5.653157349E+02, 0.000000000E+00, 0.000000000E+00
        17, 1.808903687E+03, 5.711689453E+02, 0.000000000E+00, 0.000000000E+00
        18, 1.806141968E+03, 5.719224243E+02, 0.000000000E+00, 0.000000000E+00
        19, 1.780460327E+03, 5.789291382E+02, 0.000000000E+00, 0.000000000E+00
        20, 1.768438965E+03, 5.822088623E+02, 0.000000000E+00, 0.000000000E+00
        21, 1.755102173E+03, 5.858475952E+02, 0.000000000E+00, 0.000000000E+00
        22, 1.733022339E+03, 5.918717041E+02, 0.000000000E+00, 0.000000000E+00
        23, 1.730655151E+03, 5.925175171E+02, 0.000000000E+00, 0.000000000E+00
        24, 1.729312256E+03, 5.928839111E+02, 0.000000000E+00, 0.000000000E+00
        25, 1.707945557E+03, 5.987134399E+02, 0.000000000E+00, 0.000000000E+00
        26, 1.696058105E+03, 6.019566650E+02, 0.000000000E+00, 0.000000000E+00
        27, 1.692934326E+03, 6.028088989E+02, 0.000000000E+00, 0.000000000E+00
        28, 1.691562622E+03, 6.031831665E+02, 0.000000000E+00, 0.000000000E+00
        29, 1.681896240E+03, 6.058204956E+02, 0.000000000E+00, 0.000000000E+00
        30, 1.679102905E+03, 6.065825806E+02, 0.000000000E+00, 0.000000000E+00
        31, 1.678529297E+03, 6.067390137E+02, 0.000000000E+00, 0.000000000E+00
        32, 1.668885620E+03, 6.093701172E+02, 0.000000000E+00, 0.000000000E+00
        33, 1.663492676E+03, 6.108414917E+02, 0.000000000E+00, 0.000000000E+00
        34, 1.660970459E+03, 6.115296631E+02, 0.000000000E+00, 0.000000000E+00
        35, 1.659537354E+03, 6.119206543E+02, 0.000000000E+00, 0.000000000E+00
        36, 1.655351074E+03, 6.130628662E+02, 0.000000000E+00, 0.000000000E+00
        37, 1.653048584E+03, 6.136910400E+02, 0.000000000E+00, 0.000000000E+00
        38, 1.648236938E+03, 6.150037842E+02, 0.000000000E+00, 0.000000000E+00
        39, 1.648041260E+03, 6.150571899E+02, 0.000000000E+00, 0.000000000E+00
        40, 1.647428467E+03, 6.152243652E+02, 0.000000000E+00, 0.000000000E+00
        41, 1.644272217E+03, 6.160854492E+02, 0.000000000E+00, 0.000000000E+00
        42, 1.643769165E+03, 6.162226563E+02, 0.000000000E+00, 0.000000000E+00
        43, 1.642718140E+03, 6.165094604E+02, 0.000000000E+00, 0.000000000E+00
        44, 1.640444946E+03, 6.171296997E+02, 0.000000000E+00, 0.000000000E+00
        45, 1.639701172E+03, 6.173326416E+02, 0.000000000E+00, 0.000000000E+00
        46, 2.000000000E+03, 5.190319214E+02, 2.000000030E-01, 1.465228081E+00
        47, 1.965133667E+03, 5.285445557E+02, 2.000000030E-01, 1.532903194E+00
        48, 1.952581543E+03, 5.319691772E+02, 2.000000030E-01, 1.504225254E+00
        49, 1.927477661E+03, 5.388182373E+02, 2.000000030E-01, 1.418651342E+00
        50, 1.924159546E+03, 5.397235107E+02, 2.000000030E-01, 1.412947536E+00
        51, 1.923230225E+03, 5.399771118E+02, 2.000000030E-01, 1.407247186E+00
        52, 1.920553223E+03, 5.407073975E+02, 2.000000030E-01, 1.364037514E+00
        53, 1.902218506E+03, 5.457098389E+02, 2.000000030E-01, 1.202224851E+00
        54, 1.889905762E+03, 5.490690308E+02, 2.000000030E-01, 1.241405725E+00
        55, 1.880131836E+03, 5.517356567E+02, 2.000000030E-01, 1.304953337E+00
        56, 1.873044800E+03, 5.536691895E+02, 2.000000030E-01, 1.346191645E+00
        57, 1.868012817E+03, 5.550420532E+02, 2.000000030E-01, 1.342097044E+00
        58, 1.854598267E+03, 5.587020264E+02, 2.000000030E-01, 1.287828922E+00
        59, 1.846367798E+03, 5.609475708E+02, 2.000000030E-01, 1.231597900E+00
        60, 1.832350586E+03, 5.647718506E+02, 2.000000030E-01, 1.232284069E+00
        61, 1.830360474E+03, 5.653147583E+02, 2.000000030E-01, 1.230193853E+00
        62, 1.808895264E+03, 5.711712036E+02, 2.000000030E-01, 1.341669917E+00
        63, 1.806210205E+03, 5.719037476E+02, 2.000000030E-01, 1.341851115E+00
        64, 1.780479004E+03, 5.789240723E+02, 2.000000030E-01, 1.369448543E+00
        65, 1.768461182E+03, 5.822028198E+02, 2.000000030E-01, 1.359707475E+00
        66, 1.755083130E+03, 5.858528442E+02, 2.000000030E-01, 1.342993975E+00
        67, 1.732948853E+03, 5.918917236E+02, 2.000000030E-01, 1.319550157E+00
        68, 1.730620605E+03, 5.925269775E+02, 2.000000030E-01, 1.316758513E+00
        69, 1.729306274E+03, 5.928855591E+02, 2.000000030E-01, 1.313022494E+00
        70, 1.707904663E+03, 5.987246094E+02, 2.000000030E-01, 1.211800456E+00
        71, 1.695985229E+03, 6.019765625E+02, 2.000000030E-01, 1.136862755E+00
        72, 1.692902100E+03, 6.028176880E+02, 2.000000030E-01, 1.112491131E+00
        73, 1.691551758E+03, 6.031861572E+02, 2.000000030E-01, 1.108225703E+00
        74, 1.681887085E+03, 6.058229980E+02, 2.000000030E-01, 1.005209684E+00
        75, 1.679093872E+03, 6.065850830E+02, 2.000000030E-01, 9.767771363E-01
        76, 1.678526001E+03, 6.067400513E+02, 2.000000030E-01, 9.664090872E-01
        77, 1.668863403E+03, 6.093762207E+02, 2.000000030E-01, 7.214348912E-01
        78, 1.663477295E+03, 6.108457642E+02, 2.000000179E-01, 6.443245411E-01
        79, 1.660988770E+03, 6.115246582E+02, 2.000000030E-01, 6.083121896E-01
        80, 1.659524414E+03, 6.119241333E+02, 2.000000030E-01, 6.580306888E-01
        81, 1.655319458E+03, 6.130714111E+02, 2.000000030E-01, 6.606512070E-01
        82, 1.653019287E+03, 6.136989746E+02, 2.000000030E-01, 6.992490292E-01
        83, 1.648230225E+03, 6.150056152E+02, 2.000000030E-01, 6.628142595E-01
        84, 1.648067627E+03, 6.150499878E+02, 2.000000030E-01, 6.632368565E-01
        85, 1.647581177E+03, 6.151827393E+02, 2.000000030E-01, 6.600164175E-01
        86, 1.644335815E+03, 6.160681763E+02, 2.000000030E-01, 6.306526661E-01
        87, 1.643800903E+03, 6.162141113E+02, 2.009474188E-01, 6.192935109E-01
        88, 1.642591675E+03, 6.165440063E+02, 2.024967521E-01, 5.800606012E-01
        89, 1.640570190E+03, 6.170955200E+02, 2.044816464E-01, 5.552505255E-01
        90, 1.639971924E+03, 6.172587891E+02, 2.058428675E-01, 4.962032437E-01
        91, 2.000000000E+03, 5.190319214E+02, 4.000000060E-01, 1.554012775E+00
        92, 1.965060547E+03, 5.285645142E+02, 4.000000060E-01, 1.644084334E+00
        93, 1.952536987E+03, 5.319812622E+02, 4.000000060E-01, 1.617904902E+00
        94, 1.927460938E+03, 5.388228760E+02, 4.000000060E-01, 1.537693620E+00
        95, 1.924125122E+03, 5.397329712E+02, 4.000000060E-01, 1.532415986E+00
        96, 1.923190186E+03, 5.399880371E+02, 4.000000060E-01, 1.526964188E+00
        97, 1.920531982E+03, 5.407132568E+02, 4.000000060E-01, 1.478748322E+00
        98, 1.902173340E+03, 5.457221069E+02, 4.000000060E-01, 1.292029381E+00
        99, 1.889896240E+03, 5.490715942E+02, 4.000000060E-01, 1.300151825E+00
       100, 1.880053101E+03, 5.517572021E+02, 4.000000060E-01, 1.371627092E+00
       101, 1.873029541E+03, 5.536734009E+02, 4.000000060E-01, 1.423979402E+00
       102, 1.868036865E+03, 5.550355835E+02, 4.000000060E-01, 1.429183006E+00
       103, 1.854581177E+03, 5.587066650E+02, 4.000000060E-01, 1.380529642E+00
       104, 1.846346558E+03, 5.609533691E+02, 4.000000060E-01, 1.327989340E+00
       105, 1.832374512E+03, 5.647653198E+02, 4.000000060E-01, 1.331232429E+00
       106, 1.830312012E+03, 5.653280029E+02, 4.000000060E-01, 1.329513192E+00
       107, 1.808903687E+03, 5.711690063E+02, 4.000000060E-01, 1.445798635E+00
       108, 1.806168823E+03, 5.719151001E+02, 4.000000060E-01, 1.448368192E+00
       109, 1.780498657E+03, 5.789187012E+02, 4.000000060E-01, 1.489846349E+00
       110, 1.768451538E+03, 5.822055664E+02, 4.000000358E-01, 1.478557348E+00
       111, 1.755109619E+03, 5.858456421E+02, 4.000000358E-01, 1.456572533E+00
       112, 1.732974854E+03, 5.918847046E+02, 4.000000060E-01, 1.426099300E+00
       113, 1.730659912E+03, 5.925162354E+02, 4.000000060E-01, 1.422056437E+00
       114, 1.729349365E+03, 5.928737793E+02, 4.000000060E-01, 1.418602109E+00
       115, 1.707943237E+03, 5.987140503E+02, 4.000000060E-01, 1.318222642E+00
       116, 1.695922607E+03, 6.019936523E+02, 4.000000060E-01, 1.233059406E+00
       117, 1.692878906E+03, 6.028240967E+02, 4.000000060E-01, 1.205728769E+00
       118, 1.691547241E+03, 6.031873779E+02, 4.000000060E-01, 1.199674606E+00
       119, 1.682056641E+03, 6.057767334E+02, 4.000000060E-01, 1.084771276E+00
       120, 1.679085083E+03, 6.065874023E+02, 4.000000060E-01, 1.050164104E+00
       121, 1.678482300E+03, 6.067519531E+02, 4.000000060E-01, 1.038105488E+00
       122, 1.668846924E+03, 6.093807983E+02, 4.000000060E-01, 7.553024292E-01
       123, 1.663528809E+03, 6.108316650E+02, 4.000000060E-01, 6.723493934E-01
       124, 1.661017944E+03, 6.115167236E+02, 4.000000060E-01, 6.293518543E-01
       125, 1.659505737E+03, 6.119293213E+02, 4.000000060E-01, 6.664462090E-01
       126, 1.655305542E+03, 6.130752563E+02, 4.000000060E-01, 6.456357241E-01
       127, 1.652992188E+03, 6.137063599E+02, 4.000000060E-01, 6.793769598E-01
       128, 1.648249756E+03, 6.150003052E+02, 4.000000060E-01, 6.432993412E-01
       129, 1.648102295E+03, 6.150405273E+02, 4.000000060E-01, 6.431325674E-01
       130, 1.647681763E+03, 6.151552734E+02, 4.000000060E-01, 6.419442892E-01
       131, 1.644386230E+03, 6.160543213E+02, 4.000000060E-01, 6.278932095E-01
       132, 1.643821899E+03, 6.162083130E+02, 4.020880759E-01, 6.175926924E-01
       133, 1.642437500E+03, 6.165859985E+02, 4.058119655E-01, 5.827183127E-01
       134, 1.640703735E+03, 6.170591431E+02, 4.094622731E-01, 5.717974901E-01
       135, 1.640242798E+03, 6.171848755E+02, 4.117186964E-01, 5.421088934E-01
       136, 2.000000000E+03, 5.190319214E+02, 6.000000238E-01, 1.582546711E+00
       137, 1.965005981E+03, 5.285794067E+02, 6.000000238E-01, 1.684150457E+00
       138, 1.952507813E+03, 5.319892578E+02, 6.000000238E-01, 1.659712911E+00
       139, 1.927477539E+03, 5.388182373E+02, 6.000000238E-01, 1.587836266E+00
       140, 1.924180908E+03, 5.397176514E+02, 6.000000238E-01, 1.583926558E+00
       141, 1.923254150E+03, 5.399705200E+02, 6.000000238E-01, 1.578366995E+00
       142, 1.920596680E+03, 5.406955566E+02, 6.000000238E-01, 1.526571870E+00
       143, 1.902204956E+03, 5.457134399E+02, 6.000000238E-01, 1.321125984E+00
       144, 1.889860229E+03, 5.490814819E+02, 6.000000238E-01, 1.316391468E+00
       145, 1.879982056E+03, 5.517765503E+02, 6.000000238E-01, 1.392325878E+00
       146, 1.872993774E+03, 5.536831665E+02, 6.000000238E-01, 1.449886441E+00
       147, 1.868047974E+03, 5.550324707E+02, 5.999999642E-01, 1.460326910E+00
       148, 1.854571289E+03, 5.587094116E+02, 6.000000238E-01, 1.415368795E+00
       149, 1.846324341E+03, 5.609594116E+02, 5.999999642E-01, 1.363577485E+00
       150, 1.832389648E+03, 5.647611694E+02, 5.999999642E-01, 1.367246747E+00
       151, 1.830263428E+03, 5.653413086E+02, 6.000000238E-01, 1.365733504E+00
       152, 1.808919678E+03, 5.711645508E+02, 6.000000238E-01, 1.487576604E+00
       153, 1.806121338E+03, 5.719279785E+02, 6.000000238E-01, 1.490775824E+00
       154, 1.780520386E+03, 5.789127808E+02, 6.000000238E-01, 1.533560634E+00
       155, 1.768463623E+03, 5.822022705E+02, 6.000000238E-01, 1.523607731E+00
       156, 1.755125610E+03, 5.858411865E+02, 5.999999642E-01, 1.501976252E+00
       157, 1.732928833E+03, 5.918972168E+02, 6.000000238E-01, 1.471930265E+00
       158, 1.730676880E+03, 5.925116577E+02, 6.000000238E-01, 1.467754126E+00
       159, 1.729404297E+03, 5.928588257E+02, 6.000000238E-01, 1.464460254E+00
       160, 1.707895874E+03, 5.987269287E+02, 6.000000238E-01, 1.361363411E+00
       161, 1.695919189E+03, 6.019946289E+02, 6.000000238E-01, 1.269812822E+00
       162, 1.692871826E+03, 6.028259888E+02, 6.000000238E-01, 1.240834236E+00
       163, 1.691533813E+03, 6.031911011E+02, 6.000000238E-01, 1.233944297E+00
       164, 1.681814453E+03, 6.058428345E+02, 6.000000238E-01, 1.110942721E+00
       165, 1.679070557E+03, 6.065914307E+02, 5.999999642E-01, 1.077548862E+00
       166, 1.678519409E+03, 6.067418213E+02, 6.000000238E-01, 1.066302538E+00
       167, 1.668858398E+03, 6.093775635E+02, 6.000000238E-01, 7.698922157E-01
       168, 1.663563965E+03, 6.108220825E+02, 6.000000238E-01, 6.883788705E-01
       169, 1.661062134E+03, 6.115046997E+02, 6.000000238E-01, 6.425148249E-01
       170, 1.659535400E+03, 6.119212036E+02, 6.000000238E-01, 6.695875525E-01
       171, 1.655263550E+03, 6.130867310E+02, 6.000000238E-01, 6.358672380E-01
       172, 1.652948486E+03, 6.137183838E+02, 6.000000238E-01, 6.649129987E-01
       173, 1.648279297E+03, 6.149922485E+02, 6.000000238E-01, 6.263220310E-01
       174, 1.648117554E+03, 6.150363770E+02, 6.000000238E-01, 6.255306602E-01
       175, 1.647677490E+03, 6.151564331E+02, 5.999999642E-01, 6.249610186E-01
       176, 1.644424683E+03, 6.160438843E+02, 6.000000238E-01, 6.175129414E-01
       177, 1.643842041E+03, 6.162028809E+02, 6.033888459E-01, 6.081724763E-01
       178, 1.642266113E+03, 6.166327515E+02, 6.101080775E-01, 5.788248777E-01
       179, 1.640845703E+03, 6.170202637E+02, 6.149781942E-01, 5.757460594E-01
       180, 1.640513672E+03, 6.171108398E+02, 6.175842285E-01, 5.629095435E-01
       181, 2.000000000E+03, 5.190319214E+02, 8.000000119E-01, 1.610259891E+00
       182, 1.964919678E+03, 5.286029053E+02, 8.000000119E-01, 1.717021465E+00
       183, 1.952472290E+03, 5.319989624E+02, 8.000000119E-01, 1.694303155E+00
       184, 1.927385376E+03, 5.388434448E+02, 8.000000119E-01, 1.625597358E+00
       185, 1.924125122E+03, 5.397329712E+02, 8.000000119E-01, 1.622436762E+00
       186, 1.923215576E+03, 5.399810791E+02, 8.000000119E-01, 1.617221832E+00
       187, 1.920599731E+03, 5.406947632E+02, 8.000000119E-01, 1.564056396E+00
       188, 1.902190430E+03, 5.457174072E+02, 8.000000119E-01, 1.349155307E+00
       189, 1.889866699E+03, 5.490797119E+02, 8.000000119E-01, 1.328615785E+00
       190, 1.879913940E+03, 5.517951660E+02, 8.000000119E-01, 1.412933111E+00
       191, 1.872972046E+03, 5.536890869E+02, 8.000000119E-01, 1.479193687E+00
       192, 1.868068115E+03, 5.550270386E+02, 8.000000119E-01, 1.497332335E+00
       193, 1.854539551E+03, 5.587180176E+02, 8.000000119E-01, 1.459277630E+00
       194, 1.846308350E+03, 5.609637451E+02, 8.000000119E-01, 1.408044457E+00
       195, 1.832404541E+03, 5.647571411E+02, 8.000000119E-01, 1.405661583E+00
       196, 1.830214722E+03, 5.653545532E+02, 8.000000119E-01, 1.403714418E+00
       197, 1.808946899E+03, 5.711571655E+02, 8.000000119E-01, 1.525892258E+00
       198, 1.806074951E+03, 5.719407349E+02, 8.000000119E-01, 1.529812098E+00
       199, 1.780531372E+03, 5.789097900E+02, 8.000000119E-01, 1.576105833E+00
       200, 1.768456055E+03, 5.822043457E+02, 8.000000119E-01, 1.564563036E+00
       201, 1.755150879E+03, 5.858343506E+02, 8.000000119E-01, 1.542559743E+00
       202, 1.733033691E+03, 5.918686523E+02, 8.000000119E-01, 1.515213251E+00
       203, 1.730708374E+03, 5.925031128E+02, 8.000000119E-01, 1.510927916E+00
       204, 1.729394043E+03, 5.928616943E+02, 8.000000119E-01, 1.507970572E+00
       205, 1.707935547E+03, 5.987161255E+02, 8.000000119E-01, 1.412224650E+00
       206, 1.695922119E+03, 6.019937744E+02, 8.000000119E-01, 1.313662529E+00
       207, 1.692880005E+03, 6.028238525E+02, 8.000000119E-01, 1.282892108E+00
       208, 1.691547729E+03, 6.031873169E+02, 8.000000119E-01, 1.275166035E+00
       209, 1.681820190E+03, 6.058412476E+02, 8.000000119E-01, 1.146091461E+00
       210, 1.679069580E+03, 6.065916748E+02, 8.000000119E-01, 1.111055732E+00
       211, 1.678521851E+03, 6.067410889E+02, 8.000000119E-01, 1.099705935E+00
       212, 1.668824585E+03, 6.093868408E+02, 8.000000119E-01, 7.891355753E-01
       213, 1.663552612E+03, 6.108251953E+02, 8.000000119E-01, 7.131444812E-01
       214, 1.661049683E+03, 6.115081177E+02, 8.000000119E-01, 6.652971506E-01
       215, 1.659522095E+03, 6.119249268E+02, 8.000000119E-01, 6.791297197E-01
       216, 1.655234253E+03, 6.130947266E+02, 8.000000119E-01, 6.306548119E-01
       217, 1.652910767E+03, 6.137286377E+02, 8.000000119E-01, 6.537331343E-01
       218, 1.648281616E+03, 6.149915771E+02, 8.000000119E-01, 6.064341664E-01
       219, 1.648120239E+03, 6.150355835E+02, 8.000000119E-01, 6.046922803E-01
       220, 1.647697510E+03, 6.151509399E+02, 8.000000119E-01, 6.046175957E-01
       221, 1.644460693E+03, 6.160340576E+02, 8.000000119E-01, 6.018351316E-01
       222, 1.643861572E+03, 6.161975098E+02, 8.048845530E-01, 5.949478745E-01
       223, 1.642052979E+03, 6.166908569E+02, 8.157919645E-01, 5.727800131E-01
       224, 1.640997681E+03, 6.169788208E+02, 8.210532069E-01, 5.745848417E-01
       225, 1.640784424E+03, 6.170369873E+02, 8.234468699E-01, 5.706765652E-01
       226, 2.000000000E+03, 5.190319824E+02, 1.000000000E+00, 2.280119419E+00
       227, 1.964910156E+03, 5.286055298E+02, 1.000000000E+00, 2.098559141E+00
       228, 1.952499023E+03, 5.319916382E+02, 1.000000000E+00, 2.031838417E+00
       229, 1.927359985E+03, 5.388503418E+02, 1.000000000E+00, 1.997159481E+00
       230, 1.924098999E+03, 5.397400513E+02, 1.000000000E+00, 1.998379827E+00
       231, 1.923196167E+03, 5.399863281E+02, 1.000000000E+00, 1.992868543E+00
       232, 1.920584717E+03, 5.406988525E+02, 1.000000000E+00, 1.947351694E+00
       233, 1.902203247E+03, 5.457138672E+02, 1.000000000E+00, 1.708262324E+00
       234, 1.889843384E+03, 5.490860596E+02, 1.000000000E+00, 1.491176724E+00
       235, 1.879884277E+03, 5.518032227E+02, 1.000000000E+00, 1.580495715E+00
       236, 1.872936890E+03, 5.536986694E+02, 1.000000000E+00, 1.673999548E+00
       237, 1.868077026E+03, 5.550245972E+02, 1.000000000E+00, 1.755319118E+00
       238, 1.854529419E+03, 5.587208252E+02, 1.000000000E+00, 1.768136740E+00
       239, 1.846286255E+03, 5.609697876E+02, 1.000000000E+00, 1.663896084E+00
       240, 1.832418579E+03, 5.647533569E+02, 1.000000000E+00, 1.700896502E+00
       241, 1.830165894E+03, 5.653679810E+02, 1.000000000E+00, 1.704981327E+00
       242, 1.808962524E+03, 5.711528931E+02, 1.000000000E+00, 1.821343899E+00
       243, 1.806027710E+03, 5.719536133E+02, 1.000000000E+00, 1.835115433E+00
       244, 1.780554565E+03, 5.789035034E+02, 1.000000000E+00, 1.879624963E+00
       245, 1.768471680E+03, 5.822000122E+02, 1.000000000E+00, 1.828162789E+00
       246, 1.755176514E+03, 5.858273926E+02, 1.000000000E+00, 1.838576555E+00
       247, 1.732994751E+03, 5.918792725E+02, 1.000000000E+00, 1.811837077E+00
       248, 1.730720459E+03, 5.924996948E+02, 1.000000000E+00, 1.808904290E+00
       249, 1.729438843E+03, 5.928493652E+02, 1.000000000E+00, 1.808859348E+00
       250, 1.707892822E+03, 5.987277832E+02, 1.000000000E+00, 1.738584042E+00
       251, 1.695909058E+03, 6.019974365E+02, 1.000000000E+00, 1.567082167E+00
       252, 1.692863770E+03, 6.028282471E+02, 1.000000000E+00, 1.520534635E+00
       253, 1.691528442E+03, 6.031925659E+02, 1.000000000E+00, 1.509314299E+00
       254, 1.681628906E+03, 6.058934326E+02, 1.000000000E+00, 1.344215274E+00
       255, 1.679067871E+03, 6.065921631E+02, 1.000000000E+00, 1.303817868E+00
       256, 1.678562256E+03, 6.067301636E+02, 1.000000000E+00, 1.292566180E+00
       257, 1.668784668E+03, 6.093977051E+02, 1.000000000E+00, 9.456450939E-01
       258, 1.663552490E+03, 6.108251953E+02, 1.000000000E+00, 8.635990620E-01
       259, 1.661032593E+03, 6.115127563E+02, 1.000000000E+00, 7.887755632E-01
       260, 1.659499512E+03, 6.119310303E+02, 1.000000000E+00, 7.833171487E-01
       261, 1.655215454E+03, 6.130999146E+02, 1.000000000E+00, 6.795958281E-01
       262, 1.652875854E+03, 6.137381592E+02, 1.000000000E+00, 6.650289297E-01
       263, 1.648380737E+03, 6.149644775E+02, 1.000000000E+00, 5.907335281E-01
       264, 1.648161621E+03, 6.150242920E+02, 1.000000000E+00, 5.854591131E-01
       265, 1.647612183E+03, 6.151741333E+02, 1.000000000E+00, 5.823774338E-01
       266, 1.644485962E+03, 6.160270996E+02, 1.000000000E+00, 5.657147765E-01
       267, 1.643886963E+03, 6.161905518E+02, 1.006593347E+00, 5.661083460E-01
       268, 1.641791992E+03, 6.167620850E+02, 1.023391724E+00, 5.619125962E-01
       269, 1.641161377E+03, 6.169341431E+02, 1.027644515E+00, 5.678623915E-01
       270, 1.641055176E+03, 6.169630737E+02, 1.029320359E+00, 5.676446557E-01
       271, 1.648241943E+03, 6.150023193E+02, 1.059962630E+00, 6.078981161E-01
       272, 1.648081787E+03, 6.150460205E+02, 1.093141794E+00, 6.113594174E-01
       273, 1.639701172E+03, 6.173326416E+02, 1.116066337E+00, 0.000000000E+00
       274, 1.641287231E+03, 6.168997803E+02, 1.154892564E+00, 5.832772255E-01
       275, 1.679295288E+03, 6.065301514E+02, 1.250791192E+00, 1.337601304E+00
       276, 1.678733887E+03, 6.066832886E+02, 1.317532778E+00, 1.346007586E+00
       277, 1.643516968E+03, 6.162915039E+02, 1.359292984E+00, 5.822491646E-01
       278, 1.639967285E+03, 6.172600098E+02, 1.381964684E+00, 6.298218966E-01
       279, 1.648293579E+03, 6.149882813E+02, 1.517318964E+00, 7.417430282E-01
       280, 1.731216797E+03, 5.923643188E+02, 1.564787388E+00, 1.849317670E+00
       281, 1.644624268E+03, 6.159893188E+02, 1.575988650E+00, 6.718592048E-01
       282, 1.640232422E+03, 6.171876831E+02, 1.614878297E+00, 5.917291641E-01
       283, 1.729534058E+03, 5.928234253E+02, 1.832218647E+00, 1.873091698E+00
       284, 1.640496338E+03, 6.171156616E+02, 1.839838386E+00, 6.097077727E-01
       285, 1.661171143E+03, 6.114749146E+02, 1.897742033E+00, 1.053702116E+00
       286, 1.642122437E+03, 6.166719971E+02, 1.972463250E+00, 6.210065484E-01
       287, 1.640759888E+03, 6.170437622E+02, 2.026530743E+00, 6.329704523E-01
       288, 1.643873535E+03, 6.161942139E+02, 2.082583189E+00, 7.595716715E-01
       289, 1.828730103E+03, 5.657597046E+02, 2.146020889E+00, 1.780953169E+00
       290, 1.923078613E+03, 5.400183716E+02, 2.185992718E+00, 2.081335783E+00
       291, 1.641022339E+03, 6.169721069E+02, 2.191291809E+00, 6.431710720E-01
       292, 1.641390747E+03, 6.168715820E+02, 2.380863428E+00, 6.673510075E-01
       293, 1.657128540E+03, 6.125779419E+02, 2.617024422E+00, 1.281980038E+00
       294, 1.808563965E+03, 5.712615967E+02, 2.665080786E+00, 1.922464490E+00
       295, 1.643203125E+03, 6.163771362E+02, 2.878811359E+00, 8.988597393E-01
       296, 1.665914795E+03, 6.101807861E+02, 2.890888214E+00, 1.295535326E+00
       297, 1.640932129E+03, 6.169967651E+02, 2.895070314E+00, 8.821392059E-01
       298, 1.671130005E+03, 6.087578125E+02, 2.918469906E+00, 1.314931393E+00
       299, 1.653534180E+03, 6.135585938E+02, 2.996531725E+00, 1.325463533E+00
       300, 1.640661255E+03, 6.170706787E+02, 2.999565601E+00, 8.460773826E-01
       301, 1.640406128E+03, 6.171403198E+02, 3.043416739E+00, 8.316898346E-01
       302, 1.640156616E+03, 6.172083740E+02, 3.153316975E+00, 8.386095762E-01
       303, 1.643923950E+03, 6.161804810E+02, 3.214913845E+00, 1.013670444E+00
       304, 1.659595703E+03, 6.119047852E+02, 3.216072083E+00, 1.384726882E+00
       305, 1.639921875E+03, 6.172723999E+02, 3.256543159E+00, 9.945341349E-01
       306, 1.639701050E+03, 6.173326416E+02, 3.329235315E+00, 0.000000000E+00
       307, 1.691692627E+03, 6.031477661E+02, 3.366062403E+00, 1.836140752E+00
       308, 1.645753906E+03, 6.156812134E+02, 3.384783506E+00, 1.112977028E+00
       309, 1.641868164E+03, 6.167412720E+02, 3.661595345E+00, 1.345978975E+00
       310, 1.488587158E+03, 6.585612183E+02, 3.980833769E+00, 0.000000000E+00
       311, 1.487226196E+03, 6.589325562E+02, 3.981359005E+00, 0.000000000E+00
       312, 1.490469727E+03, 6.580476074E+02, 3.981754541E+00, 0.000000000E+00
       313, 1.514572144E+03, 6.514716797E+02, 3.984634876E+00, 0.000000000E+00
       314, 1.639701050E+03, 6.173326416E+02, 3.987637997E+00, 0.000000000E+00
       315, 1.638850708E+03, 6.175646362E+02, 3.987910748E+00, 0.000000000E+00
       316, 1.635209229E+03, 6.185581665E+02, 3.989129305E+00, 0.000000000E+00
       317, 1.536897217E+03, 6.453806763E+02, 3.989181280E+00, 0.000000000E+00
       318, 1.634328125E+03, 6.187985840E+02, 3.989420652E+00, 0.000000000E+00
       319, 1.537622192E+03, 6.451828613E+02, 3.989428282E+00, 0.000000000E+00
       320, 1.538026367E+03, 6.450726318E+02, 3.989551306E+00, 0.000000000E+00
       321, 1.540159058E+03, 6.444907227E+02, 3.990175247E+00, 0.000000000E+00
       322, 1.631883545E+03, 6.194654541E+02, 3.990236282E+00, 0.000000000E+00
       323, 1.558522095E+03, 6.394807739E+02, 3.991282463E+00, 0.000000000E+00
       324, 1.627975708E+03, 6.205316772E+02, 3.991541624E+00, 0.000000000E+00
